,sofifa_id,age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,release_clause_eur,team_position,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,best_pos
4267,208822,26,167,63,71,74,2900000,5000,1,1,4,3,2,6,3900000.0,14,89.0,69.0,65.0,74.0,35.0,60.0,62,71,56,69,62,73,62,63,60,70,91,87,91,60,85,69,50,73,65,64,36,30,71,65,69,63,60,13,16,7,9,11,7,6,6
4268,209987,26,188,85,71,74,2100000,10000,1,1,3,1,8,6,3600000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,19,19,14,30,14,22,15,20,28,27,55,50,47,67,48,51,64,40,78,13,26,18,17,55,26,63,19,16,18,73,69,68,67,75,5
4269,210171,26,182,79,71,74,3000000,8000,1,1,4,3,8,6,5000000.0,28,84.0,69.0,64.0,73.0,35.0,66.0,62,71,51,66,59,73,70,64,49,72,80,87,78,70,69,73,67,68,71,66,50,25,71,72,58,75,53,23,24,6,7,12,10,16,3
4270,210237,25,173,72,71,74,3000000,18000,1,1,4,3,8,6,5600000.0,29,77.0,60.0,70.0,74.0,49.0,57.0,73,65,50,69,50,71,74,73,67,72,79,75,91,66,84,67,63,68,51,43,59,50,64,69,60,55,45,51,52,12,14,8,8,9,7
4271,210296,25,176,73,71,74,3000000,9000,1,1,4,3,1,6,4500000.0,29,75.0,70.0,60.0,67.0,29.0,61.0,59,71,71,62,72,66,53,56,57,68,73,77,71,68,69,73,70,64,67,65,42,16,73,62,70,69,22,33,26,12,16,10,15,7,3
4272,211176,24,183,77,71,74,3000000,25000,0,2,3,5,7,6,5300000.0,22,73.0,65.0,66.0,77.0,33.0,46.0,72,64,57,62,68,80,71,65,61,78,71,74,74,65,55,69,32,32,58,66,38,20,64,70,49,70,37,32,29,12,7,15,10,7,4
4273,211522,27,186,76,71,74,2600000,5000,0,1,3,2,8,6,4000000.0,29,47.0,33.0,49.0,51.0,69.0,76.0,23,18,71,69,40,42,28,26,69,56,56,39,71,70,54,73,74,72,77,23,77,71,25,35,43,63,65,70,76,13,9,9,10,15,0
4274,212249,25,184,76,71,74,3000000,9000,0,1,3,3,8,6,5000000.0,10,65.0,69.0,73.0,72.0,34.0,57.0,83,62,48,70,66,73,78,76,64,74,64,66,66,65,68,81,60,55,64,72,40,31,71,71,66,56,38,27,32,14,7,7,7,12,7
4275,212947,25,164,64,71,74,3000000,6000,1,1,3,3,2,6,5600000.0,24,92.0,65.0,59.0,78.0,28.0,51.0,64,69,38,64,54,79,55,50,52,73,93,92,83,64,92,63,64,67,50,63,31,37,68,52,53,61,27,20,28,14,12,8,14,14,7
4276,213302,25,170,69,71,74,3000000,6000,0,1,4,3,2,6,4700000.0,26,82.0,70.0,64.0,75.0,31.0,53.0,65,71,45,66,62,73,71,66,57,74,86,79,88,59,88,75,70,61,55,69,32,26,66,63,57,64,29,32,32,15,12,11,9,14,4
4277,213332,26,182,74,71,74,2600000,5000,1,1,2,2,3,6,4100000.0,29,66.0,38.0,47.0,51.0,70.0,73.0,33,37,73,63,24,38,28,52,55,64,65,67,63,60,64,51,81,71,73,31,71,74,32,28,46,65,65,72,69,12,11,8,8,7,0
4278,214366,26,173,75,71,74,2900000,2000,1,1,3,2,8,6,4100000.0,21,66.0,58.0,66.0,65.0,63.0,68.0,49,57,49,72,31,59,57,58,74,73,65,66,69,73,66,64,60,73,66,63,68,72,58,72,57,66,59,66,62,9,8,10,10,10,6
4279,214485,26,180,70,71,74,2900000,3000,0,1,3,3,8,3,4100000.0,29,72.0,64.0,71.0,71.0,43.0,69.0,63,65,42,77,45,70,50,52,75,71,76,68,77,67,65,65,68,79,72,62,51,37,68,77,67,69,45,44,48,14,14,9,13,14,6
4280,214718,24,170,68,71,74,3000000,12000,1,1,4,3,8,3,5300000.0,29,90.0,65.0,62.0,73.0,46.0,64.0,64,67,51,65,58,72,37,37,64,70,92,89,90,67,79,68,79,64,64,67,58,50,65,67,40,70,37,51,46,14,12,8,11,6,7
4281,214817,26,180,77,71,74,3000000,13000,0,1,3,3,8,6,0.0,25,76.0,71.0,62.0,66.0,51.0,73.0,66,76,66,66,55,65,56,37,59,66,75,76,72,63,64,73,63,84,76,62,54,49,71,59,69,68,36,58,59,13,10,11,11,13,3
4282,214971,25,179,74,71,74,3000000,13000,1,1,2,3,0,3,4400000.0,29,77.0,62.0,67.0,71.0,32.0,64.0,69,60,52,67,46,72,72,50,66,71,78,77,71,62,68,67,54,72,71,65,39,35,67,71,62,71,34,24,23,7,11,10,9,11,7
4283,216199,24,194,86,71,74,2700000,8000,1,1,3,2,8,6,4500000.0,19,55.0,39.0,49.0,46.0,73.0,73.0,38,30,73,60,33,41,36,37,53,51,51,58,52,66,41,64,43,65,82,37,68,71,35,44,40,57,74,74,67,11,9,9,14,6,0
4284,216472,27,184,77,71,74,2600000,1000,1,1,4,2,8,3,5800000.0,22,68.0,41.0,58.0,58.0,71.0,71.0,61,36,70,67,31,55,53,54,59,63,70,67,56,61,61,55,71,64,72,38,75,77,49,40,47,58,68,69,72,9,12,11,8,12,0
4285,218981,26,180,76,71,74,2600000,4000,1,1,2,2,2,6,3800000.0,18,84.0,37.0,62.0,63.0,66.0,78.0,65,27,59,66,59,63,34,34,66,58,85,84,74,68,68,61,53,93,74,25,75,64,58,62,39,59,68,67,69,14,15,16,15,6,1
4286,221284,26,180,77,71,74,2600000,6000,1,1,3,2,6,6,4900000.0,19,69.0,28.0,59.0,61.0,70.0,77.0,63,19,61,71,25,57,37,28,59,66,70,68,64,66,67,48,85,83,76,27,71,69,33,47,36,65,71,73,70,8,13,11,12,10,0
4287,221641,25,188,85,71,74,2700000,6000,0,1,3,2,8,6,4000000.0,9,66.0,40.0,50.0,60.0,71.0,76.0,53,32,66,57,35,63,33,30,53,60,63,68,52,63,50,62,64,67,84,38,72,66,25,40,43,62,73,75,71,8,13,15,7,11,0
4288,221990,27,189,85,71,74,2600000,8000,1,1,2,2,8,6,4000000.0,29,44.0,29.0,46.0,43.0,72.0,69.0,33,23,80,54,31,44,31,28,57,44,32,53,33,65,34,40,54,31,88,28,75,67,33,44,41,55,73,73,67,10,7,12,15,9,0
4289,222546,25,185,78,71,74,2200000,11000,1,1,3,1,8,6,4100000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,11,7,10,28,8,9,11,12,13,20,38,47,38,68,51,50,64,34,54,6,21,11,8,40,15,47,11,9,10,70,68,67,72,74,5
4290,222692,24,182,75,71,74,2600000,13000,1,1,3,2,2,3,4700000.0,29,69.0,50.0,64.0,65.0,70.0,70.0,67,35,62,70,42,63,68,58,53,67,69,69,66,71,64,71,67,68,72,64,68,70,63,57,32,67,69,73,72,10,14,12,13,13,1
4291,222900,27,190,88,71,74,2100000,5000,1,1,2,1,8,6,3200000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,21,12,14,45,16,19,24,13,40,24,45,50,44,70,49,50,75,38,77,19,36,24,13,53,20,59,12,15,19,74,67,66,65,76,5
4292,223240,26,171,74,71,74,2600000,10000,1,1,3,2,2,3,4100000.0,18,69.0,43.0,65.0,67.0,68.0,70.0,74,41,66,69,30,65,41,31,55,71,77,63,71,65,64,50,53,84,65,41,71,65,59,69,33,66,64,73,72,13,16,11,7,12,1
4293,223293,26,171,64,71,74,2600000,8000,0,1,3,3,8,6,5500000.0,8,73.0,43.0,61.0,70.0,69.0,63.0,67,31,65,67,35,69,65,37,61,69,74,73,73,71,87,74,75,75,52,34,74,72,61,49,45,68,67,68,72,12,8,11,14,7,1
4294,223297,26,177,70,71,74,2600000,4000,1,1,3,2,2,6,5600000.0,18,69.0,59.0,70.0,69.0,69.0,71.0,70,46,52,73,57,68,68,69,69,69,72,67,73,74,71,77,79,78,65,69,77,72,60,64,58,63,68,73,68,10,15,12,14,15,1
4295,223537,26,194,89,71,74,3000000,8000,1,1,4,2,8,6,4700000.0,28,45.0,70.0,53.0,67.0,30.0,71.0,32,75,77,61,61,67,64,68,45,73,48,43,50,72,51,73,68,41,90,58,60,26,73,61,62,68,25,26,22,15,6,13,7,10,3
4296,224186,24,189,95,71,74,2700000,8000,0,1,2,2,8,9,5300000.0,9,45.0,53.0,50.0,47.0,70.0,80.0,37,46,72,55,27,40,65,68,70,60,41,48,33,64,52,78,72,69,88,57,78,68,26,29,49,65,72,68,67,11,9,15,13,7,0
4297,224189,26,187,81,71,74,2600000,7000,0,1,2,3,8,6,5200000.0,9,69.0,50.0,67.0,64.0,70.0,72.0,66,36,71,64,51,63,65,75,73,66,67,70,61,68,54,68,60,70,76,58,68,69,55,66,58,66,69,72,72,14,11,9,10,13,0
4298,224524,27,190,80,71,74,2600000,13000,1,1,3,2,6,3,5600000.0,29,48.0,34.0,46.0,52.0,71.0,80.0,35,23,71,61,32,48,35,26,48,57,49,48,53,69,46,61,52,79,87,30,73,73,32,35,54,62,70,70,70,15,9,13,7,12,0
4299,226273,26,183,75,71,74,2900000,6000,1,1,4,3,8,6,4600000.0,21,70.0,60.0,71.0,70.0,66.0,74.0,66,58,64,76,56,69,70,68,72,73,70,70,71,66,70,65,67,82,73,60,66,66,63,66,58,71,69,66,62,8,9,9,9,12,6
4300,226616,27,177,69,71,74,2600000,8000,1,1,3,2,3,6,4000000.0,29,65.0,56.0,56.0,56.0,70.0,78.0,57,58,75,61,50,54,52,37,58,55,62,68,62,66,62,56,92,79,79,54,70,72,55,50,49,53,70,70,64,7,8,7,13,11,0
4301,230855,25,189,85,71,74,2700000,9000,1,1,3,2,2,6,4300000.0,9,59.0,34.0,39.0,49.0,72.0,74.0,24,36,71,50,21,40,22,20,43,56,53,63,56,67,58,44,80,72,79,24,60,73,29,41,37,64,72,73,67,15,14,5,13,7,0
4302,231002,24,190,85,71,74,2700000,24000,1,1,3,2,8,6,5000000.0,29,64.0,43.0,49.0,59.0,70.0,76.0,34,37,70,63,41,56,24,25,56,62,63,64,58,60,64,63,71,67,79,40,81,67,41,46,36,61,68,72,73,6,6,6,11,9,0
4303,232487,26,178,75,71,74,2700000,16000,1,1,4,3,6,6,0.0,29,72.0,60.0,64.0,67.0,69.0,72.0,58,59,70,71,26,67,43,46,75,70,72,72,59,70,67,67,85,70,70,65,76,71,49,57,62,71,67,71,67,9,13,7,11,5,6
4304,233147,26,168,64,71,74,2700000,6000,1,1,4,3,8,3,3700000.0,29,84.0,67.0,71.0,74.0,64.0,65.0,63,60,34,75,70,70,76,61,68,75,88,80,84,73,83,75,76,81,58,74,60,72,66,73,64,73,65,70,56,12,6,11,6,10,6
4305,234622,26,184,78,71,74,2700000,6000,1,1,3,3,6,3,5000000.0,29,63.0,60.0,66.0,69.0,67.0,75.0,62,57,54,71,55,70,45,42,69,71,61,65,62,68,57,67,68,74,80,62,65,70,60,68,52,69,68,69,66,7,14,13,11,5,6
4306,235553,26,188,85,71,74,2600000,6000,1,1,3,2,8,6,4800000.0,9,52.0,28.0,41.0,51.0,71.0,78.0,22,17,72,59,27,48,28,23,48,57,53,52,47,62,48,62,65,65,88,17,71,64,29,33,33,62,72,75,66,6,9,14,9,13,0
4307,236505,24,186,79,71,74,2700000,4000,1,1,3,2,5,6,5800000.0,19,54.0,35.0,45.0,48.0,72.0,71.0,33,25,64,60,33,43,34,31,55,52,56,52,45,66,58,56,77,55,77,34,72,71,30,30,45,57,76,71,70,10,7,9,7,12,0
4308,239118,25,185,79,71,74,2700000,6000,1,1,3,2,1,6,3800000.0,19,64.0,22.0,42.0,38.0,70.0,81.0,29,16,67,59,20,24,26,27,44,45,62,65,67,67,58,39,82,76,88,17,67,72,25,32,32,66,67,73,71,14,9,6,13,8,0
4309,239846,25,192,90,71,74,2200000,1000,1,1,2,1,8,3,4900000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,13,10,14,20,10,11,13,15,27,16,35,25,42,70,30,53,65,32,70,10,36,10,10,57,12,57,17,11,12,73,70,70,63,75,5
4310,240168,26,176,79,71,74,3000000,11000,1,1,3,2,1,6,0.0,28,60.0,72.0,51.0,68.0,27.0,69.0,38,73,72,64,55,66,47,44,37,71,62,59,67,66,71,77,72,71,71,68,62,21,72,55,72,68,30,17,15,13,7,12,11,14,3
4311,240409,27,183,77,71,74,2600000,1000,0,1,3,2,3,6,5800000.0,19,65.0,33.0,51.0,55.0,73.0,71.0,35,24,70,65,27,52,31,23,58,56,63,67,59,64,68,50,60,75,71,33,68,75,38,50,38,74,70,76,72,15,6,14,10,13,0
4312,241412,24,182,71,71,74,3000000,12000,0,1,3,3,2,3,5300000.0,29,84.0,72.0,67.0,71.0,32.0,64.0,70,69,71,67,73,73,64,68,69,68,87,82,79,66,65,82,58,71,70,70,43,37,64,61,71,61,31,19,20,7,6,11,8,6,7
4313,241673,26,186,80,71,74,2600000,28000,0,1,3,3,2,3,4800000.0,8,77.0,47.0,69.0,71.0,67.0,71.0,80,45,68,70,37,71,76,52,67,73,76,78,70,62,74,58,69,72,73,42,63,65,64,59,38,67,65,69,70,12,13,6,8,9,1
4314,242269,25,183,75,71,74,2600000,8000,0,1,3,3,2,6,4900000.0,8,76.0,59.0,72.0,73.0,65.0,71.0,79,46,65,72,54,73,79,78,72,79,77,76,68,64,62,75,72,76,70,75,68,65,50,64,69,60,64,66,66,9,12,14,14,12,1
4315,243591,26,182,76,71,74,3000000,11000,1,1,2,3,8,6,0.0,29,66.0,72.0,55.0,65.0,26.0,73.0,42,75,69,63,65,67,62,41,54,65,67,66,60,67,61,75,70,69,75,66,72,13,72,58,61,55,30,20,18,8,8,8,8,14,3
4316,245257,23,180,66,71,74,2600000,3000,0,1,3,3,2,3,5700000.0,8,76.0,42.0,64.0,66.0,68.0,64.0,71,42,60,71,31,68,53,37,68,65,74,78,62,64,68,44,63,77,57,36,67,70,68,50,41,63,70,69,67,8,12,9,12,12,1
4317,248098,26,174,76,71,74,2700000,7000,1,1,3,3,8,6,3800000.0,21,69.0,48.0,61.0,66.0,67.0,71.0,49,37,54,72,29,59,39,35,68,71,72,66,78,65,74,67,59,88,62,62,73,68,34,58,48,58,64,72,67,11,14,7,12,12,6
4318,251348,26,180,78,71,74,3000000,4000,1,1,4,2,2,6,4400000.0,29,79.0,69.0,61.0,70.0,37.0,70.0,58,74,69,66,55,68,60,44,55,71,80,79,78,65,73,69,67,78,69,59,62,25,70,66,73,64,35,40,26,7,14,11,8,11,3
4319,190734,29,190,85,71,73,2000000,4000,1,1,2,1,8,6,4300000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,10,17,16,14,13,25,15,17,12,28,30,26,39,66,58,42,55,29,69,15,19,17,15,25,29,18,13,15,13,76,67,56,68,73,5
4320,191079,27,191,75,71,73,2500000,9000,1,1,3,2,6,6,4900000.0,19,54.0,33.0,45.0,51.0,70.0,75.0,17,25,71,64,23,44,26,32,61,59,58,51,57,62,55,60,83,65,78,30,78,66,32,38,21,68,71,72,66,16,16,16,12,16,0
4321,195037,28,191,90,71,73,2400000,21000,1,1,2,2,3,6,4700000.0,19,32.0,23.0,42.0,37.0,70.0,83.0,24,20,75,55,18,31,25,16,56,44,31,32,35,58,37,32,74,72,91,18,78,67,35,39,27,51,70,71,70,11,11,8,10,9,0
4322,198641,25,194,96,71,73,2900000,27000,0,1,3,3,7,6,5800000.0,28,65.0,70.0,48.0,64.0,26.0,77.0,38,70,70,57,68,67,49,58,38,68,54,74,51,71,33,78,34,67,89,61,71,37,73,48,71,67,17,18,11,7,7,6,5,11,3
4323,199101,28,186,83,71,73,2100000,6000,0,1,2,1,8,6,3500000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,11,12,15,15,14,12,13,16,22,15,47,55,67,66,58,47,70,42,52,12,24,20,14,44,24,53,14,14,13,70,72,62,70,70,5
4324,201447,26,178,75,71,73,2800000,6000,1,1,5,4,8,9,4400000.0,24,72.0,64.0,70.0,75.0,61.0,70.0,69,64,55,79,57,75,61,51,66,74,70,74,74,70,81,73,52,73,75,57,59,60,65,67,58,70,62,63,59,6,14,13,7,9,6
4325,202052,26,183,78,71,73,2900000,29000,1,1,2,3,8,6,0.0,29,76.0,70.0,59.0,67.0,29.0,69.0,46,74,64,66,70,64,65,57,52,70,75,77,69,68,65,68,74,63,76,64,60,25,72,64,72,70,31,22,17,7,6,9,10,7,3
4326,202428,26,180,79,71,73,2900000,11000,1,1,3,3,8,9,4900000.0,29,76.0,71.0,58.0,72.0,27.0,70.0,62,72,68,64,74,71,67,62,61,72,75,77,74,64,76,76,82,67,74,64,60,36,65,38,72,59,18,20,18,12,8,15,16,12,3
4327,202476,26,173,67,71,73,2900000,7000,1,1,4,3,8,3,4500000.0,20,69.0,63.0,71.0,73.0,55.0,53.0,68,64,44,73,57,73,74,68,69,72,71,68,73,64,80,58,45,66,49,67,49,55,65,74,66,69,55,58,52,13,11,11,14,8,6
4328,204370,26,183,74,71,73,2900000,12000,1,1,3,3,2,6,4500000.0,20,68.0,73.0,65.0,68.0,57.0,64.0,56,73,74,67,70,65,65,61,68,72,69,68,69,72,70,73,86,76,61,72,53,60,75,70,68,75,50,58,47,15,15,8,15,7,6
4329,207952,25,193,83,71,73,2600000,23000,1,1,2,2,8,3,5100000.0,9,76.0,48.0,49.0,56.0,69.0,78.0,34,42,71,62,24,53,27,21,57,63,76,76,56,65,35,61,73,78,81,59,73,67,52,48,32,60,67,72,70,7,11,9,6,14,0
4330,210964,27,187,75,71,73,2500000,26000,1,1,2,2,8,6,4400000.0,29,53.0,15.0,34.0,50.0,71.0,75.0,15,17,58,58,14,42,13,19,45,56,54,52,59,70,59,15,80,60,86,12,65,72,13,13,13,63,71,75,74,8,13,11,10,9,0
4331,211394,26,187,80,71,73,2800000,19000,1,1,3,3,8,6,5000000.0,22,67.0,57.0,70.0,69.0,65.0,68.0,73,60,51,74,37,70,59,40,74,74,69,66,55,70,55,65,63,73,67,49,66,65,69,69,46,71,70,66,60,7,7,13,6,9,6
4332,212018,27,183,77,71,73,2500000,5000,1,1,2,2,3,6,3300000.0,19,74.0,29.0,45.0,50.0,70.0,75.0,25,24,75,57,25,36,27,30,49,60,73,74,72,67,64,36,81,79,75,36,70,72,22,49,32,67,68,68,68,15,16,12,10,7,0
4333,212208,27,184,84,71,73,2500000,8000,1,1,3,2,0,6,3900000.0,19,56.0,35.0,56.0,57.0,71.0,74.0,51,25,70,61,31,55,50,35,64,60,50,60,54,66,52,47,76,71,77,37,70,71,55,54,47,60,73,72,66,10,15,8,15,11,0
4334,212428,26,182,70,71,73,2900000,11000,1,1,3,3,7,6,4600000.0,28,70.0,70.0,55.0,68.0,19.0,68.0,49,71,68,69,66,68,54,44,38,67,71,70,74,65,67,70,75,69,71,66,55,12,74,50,68,68,13,14,15,8,6,11,14,8,3
4335,213323,27,188,82,71,73,2500000,11000,1,1,2,2,6,3,4200000.0,9,64.0,33.0,50.0,53.0,72.0,72.0,38,32,71,60,37,47,39,51,55,60,63,65,57,65,57,41,67,65,77,22,68,72,35,43,39,66,71,72,73,16,6,9,9,14,0
4336,213446,26,185,74,71,73,2500000,13000,1,1,3,3,2,3,4400000.0,18,77.0,64.0,72.0,69.0,64.0,68.0,79,54,66,72,60,72,75,76,70,68,75,78,68,62,53,74,59,80,70,74,51,64,68,64,68,67,59,66,71,10,12,9,6,10,1
4337,213951,28,196,92,71,73,2100000,4000,1,1,2,1,8,6,4500000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,11,10,12,27,9,10,12,8,21,20,19,19,18,68,27,51,42,25,53,13,22,11,8,15,19,21,14,9,8,73,68,68,67,73,5
4338,214765,27,185,78,71,73,2500000,8000,1,1,2,2,8,6,0.0,2,66.0,48.0,58.0,57.0,67.0,80.0,57,41,74,65,33,55,47,35,69,59,62,69,57,64,55,63,76,71,85,53,81,70,55,48,43,53,70,63,61,8,13,15,11,12,0
4339,218938,27,180,80,71,73,2500000,3000,1,1,3,2,8,6,3500000.0,19,50.0,30.0,46.0,51.0,71.0,63.0,27,27,74,66,28,49,28,24,61,52,66,37,51,65,59,53,87,29,75,15,71,71,28,30,35,61,68,74,64,9,15,10,7,13,0
4340,223046,25,184,77,71,73,2600000,31000,1,1,4,2,3,6,5100000.0,29,67.0,40.0,53.0,60.0,71.0,71.0,40,42,74,62,41,58,44,39,64,62,65,68,52,68,78,55,81,76,68,21,68,72,40,48,44,67,69,72,71,11,8,6,8,13,0
4341,223105,25,173,73,71,73,2900000,8000,0,1,3,3,2,6,0.0,10,76.0,59.0,67.0,74.0,52.0,58.0,64,59,48,71,46,75,55,62,63,72,79,74,81,63,80,65,34,62,61,57,49,58,67,72,48,62,57,46,45,7,16,9,14,15,6
4342,225555,26,176,83,71,73,2500000,11000,1,1,3,3,2,6,5200000.0,18,76.0,59.0,68.0,72.0,67.0,71.0,72,52,64,67,59,71,70,63,69,72,73,78,76,70,77,68,79,76,71,63,61,68,69,68,55,67,62,71,69,6,8,14,10,15,1
4343,225934,28,191,84,71,73,2400000,18000,1,1,3,2,8,9,4100000.0,19,58.0,31.0,48.0,53.0,70.0,74.0,30,28,70,66,34,55,28,28,52,56,65,52,35,60,46,40,74,61,80,21,73,67,50,43,34,60,71,73,66,11,15,11,9,11,0
4344,227789,24,180,70,71,73,3000000,5000,1,1,4,4,2,6,3900000.0,10,83.0,66.0,64.0,72.0,35.0,68.0,67,66,64,69,66,70,48,27,59,71,85,82,84,72,77,68,56,81,67,66,57,45,74,71,58,60,45,14,17,9,14,10,6,9,3
4345,230072,25,189,80,71,73,2900000,12000,0,1,3,3,2,6,0.0,28,63.0,70.0,54.0,66.0,24.0,65.0,45,74,72,64,62,66,65,68,40,72,67,59,69,60,37,73,41,67,80,58,30,18,76,50,67,68,19,18,16,9,15,11,10,9,3
4346,238860,27,189,80,71,73,2500000,6000,1,1,2,2,6,6,5400000.0,19,62.0,30.0,39.0,41.0,72.0,75.0,21,23,65,56,22,30,21,25,45,46,64,61,54,67,59,45,79,63,79,34,79,69,28,31,35,59,74,75,69,10,15,6,12,6,0
4347,251297,25,178,74,71,73,2900000,9000,0,1,5,4,1,6,6300000.0,25,85.0,70.0,66.0,75.0,33.0,59.0,69,70,49,66,65,76,77,72,58,74,83,86,77,71,70,76,45,65,64,67,44,26,68,64,64,58,31,34,29,14,10,8,14,15,3
4348,184387,27,188,84,71,72,2700000,26000,0,1,3,3,8,6,0.0,29,64.0,69.0,71.0,70.0,62.0,75.0,69,66,61,73,68,70,68,75,72,71,65,63,68,67,63,75,73,73,77,68,72,64,66,67,74,68,55,67,65,13,14,11,14,12,6
4349,186990,28,185,82,71,72,2000000,7000,1,1,4,1,8,3,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,11,11,22,36,15,16,25,13,23,19,32,34,47,60,41,52,59,45,73,14,27,19,11,60,39,52,15,13,14,74,70,69,71,71,5
4350,189961,27,181,74,71,72,2800000,1000,1,1,4,3,2,3,6300000.0,22,87.0,69.0,60.0,71.0,36.0,62.0,57,72,64,59,65,70,63,56,55,70,86,87,82,65,75,68,73,61,58,66,70,48,72,67,59,72,25,34,25,11,11,6,7,6,3
4351,190752,28,195,90,71,72,2400000,7000,1,1,3,2,3,6,3600000.0,3,63.0,38.0,65.0,56.0,72.0,72.0,56,33,75,72,36,54,62,33,70,66,64,62,44,70,34,48,49,58,81,41,72,71,37,66,43,75,70,74,71,11,13,12,7,9,6
4352,192561,27,184,78,71,72,2800000,8000,1,1,4,3,2,6,4200000.0,28,76.0,69.0,62.0,67.0,46.0,76.0,63,71,64,68,67,65,65,59,46,68,75,76,69,69,69,74,74,80,74,62,74,50,69,62,61,64,43,41,42,7,6,14,7,12,3
4353,193277,29,183,81,71,72,1900000,11000,0,1,4,1,8,6,3000000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,13,11,14,31,10,13,21,10,20,30,45,48,61,67,59,56,80,38,66,17,22,22,13,48,15,28,22,24,23,69,68,75,69,74,5
4354,193569,28,185,75,71,72,2300000,17000,1,1,2,2,8,6,4600000.0,19,57.0,36.0,55.0,61.0,71.0,74.0,53,36,71,64,20,59,33,20,55,63,59,55,61,66,68,38,75,65,81,35,68,69,38,56,42,70,74,69,70,13,14,14,9,15,0
4355,194020,27,182,77,71,72,2700000,15000,1,1,3,3,6,6,0.0,11,64.0,60.0,67.0,69.0,72.0,80.0,59,50,65,73,58,68,54,65,70,71,65,64,67,75,63,73,71,79,81,66,82,73,64,66,74,74,73,72,70,14,12,10,12,5,6
4356,194934,29,179,72,71,72,1900000,6000,1,1,3,1,8,6,3200000.0,6,0.0,0.0,0.0,0.0,0.0,0.0,30,13,13,34,20,12,24,10,21,20,49,55,66,68,44,49,75,40,54,10,29,25,15,54,25,47,16,13,12,72,68,65,68,73,5
4357,195313,28,186,78,71,72,2300000,6000,1,1,3,2,8,3,3800000.0,29,48.0,31.0,48.0,50.0,73.0,72.0,39,19,73,60,52,44,30,25,58,60,50,46,38,68,48,46,66,67,80,34,62,72,40,37,38,56,72,74,71,13,9,11,8,7,0
4358,198032,27,198,87,71,72,2400000,25000,0,1,3,2,5,3,4700000.0,9,44.0,33.0,53.0,47.0,70.0,77.0,43,25,74,59,22,47,48,46,60,54,43,45,31,67,26,53,51,61,89,29,74,68,37,49,48,62,72,69,69,15,13,7,8,10,0
4359,198856,27,185,88,71,72,2400000,11000,1,1,2,2,8,9,4000000.0,22,70.0,39.0,56.0,54.0,68.0,77.0,55,32,69,62,33,48,29,35,59,58,65,74,57,68,61,58,82,61,86,41,72,63,35,55,31,63,68,73,66,7,12,10,10,6,0
4360,199323,26,190,81,71,72,2400000,1000,0,1,3,3,2,3,5500000.0,29,75.0,55.0,59.0,71.0,69.0,69.0,66,57,69,67,55,73,51,53,62,71,72,78,65,68,57,55,62,74,71,51,60,68,52,41,51,66,69,69,68,11,7,11,11,13,1
4361,199568,27,178,84,71,72,1900000,9000,0,1,3,1,8,9,3000000.0,29,0.0,0.0,0.0,0.0,0.0,0.0,11,18,11,34,15,15,15,12,37,32,44,44,50,72,50,56,80,30,42,18,27,11,8,47,30,55,9,11,11,72,65,75,65,78,5
4362,200309,27,187,77,71,72,2400000,24000,1,1,2,3,2,6,4600000.0,22,91.0,48.0,60.0,68.0,67.0,75.0,63,47,52,65,39,69,57,43,54,66,90,91,75,56,61,49,60,85,73,44,69,69,66,60,51,68,67,70,70,8,13,12,9,12,1
4363,200425,27,191,73,71,72,2400000,7000,1,1,3,2,8,6,3700000.0,19,60.0,48.0,58.0,59.0,70.0,73.0,60,40,70,63,49,57,33,31,61,62,51,67,60,67,47,60,65,72,77,53,67,74,52,59,37,69,70,69,67,13,12,13,12,14,0
4364,201114,26,178,70,71,72,2800000,10000,1,1,3,3,2,3,5800000.0,29,90.0,65.0,64.0,73.0,28.0,63.0,63,66,56,66,55,73,66,61,62,71,91,90,83,63,77,68,73,74,64,62,43,29,67,61,58,66,34,17,15,14,13,13,14,11,7
4365,201240,25,175,70,71,72,2800000,17000,1,1,3,3,2,3,5600000.0,13,94.0,65.0,59.0,71.0,40.0,67.0,66,68,54,61,42,70,63,38,47,69,94,94,79,63,75,72,90,80,62,60,56,35,68,62,56,63,58,26,25,13,13,15,11,13,7
